GENERALIZED BORN:
Complex Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL
56,-541.9504,-26387.3649,-4973.5715,118.8569304,-26929.315300000002,-4854.7145696,-31784.0298696
57,-237.473,-26189.5171,-5018.4381,121.21098048,-26426.990100000003,-4897.22711952,-31324.217219520004
58,-869.1791,-26333.8525,-4841.9765,120.38581008,-27203.031600000002,-4721.59068992,-31924.622289920004
59,-72.6221,-26651.1415,-4633.7103,117.00681624,-26723.763600000002,-4516.7034837599995,-31240.467083760002
60,-62.1451,-26447.2857,-4792.4537,116.74347119999999,-26509.430800000002,-4675.7102288,-31185.1410288
61,103.2222,-26564.0882,-4748.5131,117.5235552,-26460.865999999998,-4630.9895448,-31091.855544799997
62,-1001.8684,-26453.0758,-4819.1958,116.62571736,-27454.944199999998,-4702.570082640001,-32157.51428264
63,-365.5229,-26632.1704,-4755.6255,118.42561799999999,-26997.6933,-4637.199882,-31634.893182
64,-747.5686,-26435.6099,-4821.9395,118.52047080000001,-27183.178499999998,-4703.4190292,-31886.5975292
65,-775.0771,-26330.4029,-4870.4041,116.41108104,-27105.48,-4753.99301896,-31859.473018959998
66,-475.1945,-26656.7,-4697.4731,117.78604703999999,-27131.894500000002,-4579.68705296,-31711.58155296
67,-537.8442,-26564.7538,-4797.1134,120.03998687999999,-27102.597999999998,-4677.073413120001,-31779.67141312
68,-675.8439,-26522.3997,-4888.0368,118.51863336000001,-27198.2436,-4769.518166639999,-31967.761766640004
69,-688.6862,-26481.4483,-4850.9281,117.05464223999999,-27170.1345,-4733.87345776,-31904.00795776
70,-570.3686,-26629.2691,-4751.8251,116.7685992,-27199.637700000003,-4635.0565008,-31834.6942008
71,-762.904,-26460.5627,-4875.1611,119.8034676,-27223.466699999997,-4755.3576324000005,-31978.8243324
72,-301.2701,-26834.913,-4584.976,117.18720144,-27136.183100000002,-4467.78879856,-31603.97189856
73,-406.4978,-26577.962,-4820.3581,120.06322992,-26984.4598,-4700.294870080001,-31684.75467008
74,-162.5498,-26634.2073,-4777.9468,119.83585679999999,-26796.7571,-4658.110943199999,-31454.8680432
75,-697.8989,-26693.5088,-4683.3282,120.0387744,-27391.4077,-4563.2894256,-31954.6971256
76,-1202.0744,-26780.2074,-4735.9533,120.41606447999999,-27982.2818,-4615.53723552,-32597.819035520002
77,-993.1396,-26690.8965,-4694.4671,116.7064632,-27684.036099999998,-4577.7606368,-32261.7967368
78,-846.2445,-26550.8275,-4766.7056,119.51334288000001,-27397.072,-4647.19225712,-32044.26425712
79,-920.4908,-26451.8524,-4837.4119,121.5031788,-27372.3432,-4715.9087212,-32088.251921199997
80,424.8459,-26308.8299,-5018.5515,123.39923471999998,-25883.984,-4895.1522652799995,-30779.136265279998
81,-444.6724,-26230.1589,-5131.9436,120.30852456,-26674.831299999998,-5011.63507544,-31686.466375439995
82,-812.3914,-26441.7083,-4847.1794,118.9167156,-27254.0997,-4728.2626844,-31982.3623844
83,-814.9829,-26529.9184,-4837.1727,124.64327304,-27344.901299999998,-4712.52942696,-32057.430726959996
84,-854.8169,-26584.5449,-4726.9873,121.45087296,-27439.361800000002,-4605.53642704,-32044.898227040005
85,-1621.9512,-26294.7016,-4944.0528,121.96480608,-27916.6528,-4822.08799392,-32738.740793920002
86,-188.9147,-26588.1697,-4829.3094,120.7220688,-26777.0844,-4708.5873312,-31485.671731199996
87,-932.3173,-26665.7782,-4706.2699,118.45932119999999,-27598.0955,-4587.8105788,-32185.9060788
88,-962.8002,-26565.7203,-4871.9424,118.84287816000001,-27528.520500000002,-4753.09952184,-32281.62002184
89,-879.9898,-26386.8167,-4928.3489,118.57840704,-27266.8065,-4809.77049296,-32076.57699296
90,-945.6341,-26399.1361,-4860.816,119.77268039999998,-27344.7702,-4741.043319599999,-32085.813519599997
91,427.404,-26525.7101,-4862.191,120.3979932,-26098.3061,-4741.7930068,-30840.0991068
92,-505.1542,-26449.7246,-4936.4597,118.51859088,-26954.878800000002,-4817.94110912,-31772.81990912
93,-1056.6454,-26319.7958,-4918.283,120.05865143999999,-27376.4412,-4798.22434856,-32174.665548560002
94,-427.4467,-26359.9785,-4928.046,119.3124564,-26787.4252,-4808.7335436,-31596.1587436
95,211.5027,-26419.1744,-4928.3,120.49459632,-26207.6717,-4807.80540368,-31015.477103679998
96,-603.3921,-26676.2807,-4696.1104,117.05563511999999,-27279.6728,-4579.054764879999,-31858.72756488
97,-606.3014,-26653.1527,-4708.9842,116.3637036,-27259.4541,-4592.6204964,-31852.074596399998
98,-342.6105,-26552.9872,-4735.5303,114.23422296,-26895.5977,-4621.2960770400005,-31516.893777039997
99,-1048.4686,-26704.8353,-4647.9659,116.73203832,-27753.3039,-4531.23386168,-32284.53776168
100,-817.8173,-26623.5463,-4714.7405,113.78008512,-27441.3636,-4600.96041488,-32042.32401488
101,-250.0097,-26589.7656,-4782.4351,116.70752376,-26839.775299999998,-4665.7275762399995,-31505.502876239996
102,-679.1695,-26484.6127,-4850.0261,117.18860975999999,-27163.7822,-4732.83749024,-31896.61969024
103,263.5003,-26370.7249,-4922.3952,116.97135336,-26107.2246,-4805.42384664,-30912.64844664
104,-1158.3919,-26596.7419,-4781.939,117.0129276,-27755.1338,-4664.9260724000005,-32420.0598724
105,94.1092,-26557.2931,-4837.126,117.67056192,-26463.1839,-4719.45543808,-31182.63933808
106,-151.7889,-26577.205,-4799.435,117.65358648,-26728.9939,-4681.781413520001,-31410.775313520004
107,-722.3348,-26541.9679,-4826.5315,119.22689232,-27264.3027,-4707.30460768,-31971.607307680002
108,-1098.2072,-26641.6981,-4800.9482,117.2367936,-27739.905300000002,-4683.7114064,-32423.6167064
109,-991.6438,-26541.5259,-4834.4086,116.51543352,-27533.169700000002,-4717.893166479999,-32251.062866480002
110,-53.0693,-26529.781,-4889.1994,117.64033343999999,-26582.8503,-4771.55906656,-31354.40936656
111,-607.997,-26396.4539,-5004.7521,119.82418992,-27004.4509,-4884.9279100799995,-31889.37881008
112,-1012.4346,-26607.7667,-4839.508,117.67858775999998,-27620.2013,-4721.82941224,-32342.03071224
113,-620.9137,-26524.137,-4871.4235,116.97217848,-27145.0507,-4754.4513215199995,-31899.502021520002
114,-367.5109,-26430.5264,-4927.6392,118.26002015999998,-26798.0373,-4809.37917984,-31607.41647984
115,-908.7116,-26651.967,-4743.7653,115.76709287999999,-27560.6786,-4627.99820712,-32188.67680712
116,-461.7943,-26881.0094,-4492.487,113.36687784,-27342.8037,-4379.12012216,-31721.923822160003
117,-663.6031,-26733.0421,-4614.0567,118.40758128,-27396.6452,-4495.64911872,-31892.29431872
118,-1282.4671,-26549.4528,-4789.5919,117.03188304,-27831.9199,-4672.56001696,-32504.47991696
119,-449.7105,-26625.1166,-4794.2741,120.20725944000002,-27074.827100000002,-4674.06684056,-31748.89394056
120,-1215.3863,-26457.1826,-4821.1008,117.02167415999999,-27672.5689,-4704.07912584,-32376.648025839997
121,-1151.6926,-26590.4055,-4780.8909,118.22961528,-27742.0981,-4662.66128472,-32404.75938472
122,-244.3866,-26526.4078,-4817.9925,119.09347919999999,-26770.794400000002,-4698.8990208000005,-31469.693420800002
123,-693.4014,-26486.7281,-4830.334,115.09481448,-27180.1295,-4715.239185519999,-31895.36868552
124,-506.75,-26392.8578,-4889.0974,118.82525688,-26899.6078,-4770.27214312,-31669.87994312
125,-880.6579,-26388.9185,-4929.9476,115.4899872,-27269.576399999998,-4814.457612800001,-32084.0340128
126,-810.1108,-26466.5866,-4797.4833,117.08584416,-27276.697399999997,-4680.39745584,-31957.094855839998
127,-407.0739,-26344.2156,-4920.1502,113.91502392,-26751.2895,-4806.23517608,-31557.52467608
128,-481.7525,-26358.8693,-4973.3286,118.56224304000001,-26840.621799999997,-4854.76635696,-31695.388156959998
129,-808.1614,-26278.7637,-4953.3426,119.90377439999999,-27086.9251,-4833.4388256,-31920.3639256
130,-825.0422,-26519.6518,-4738.4724,116.27085455999999,-27344.694,-4622.20154544,-31966.89554544
131,-572.1636,-26664.1283,-4706.8335,114.39316727999999,-27236.2919,-4592.44033272,-31828.73223272
132,-685.8808,-26592.5035,-4741.2618,118.00826783999999,-27278.384299999998,-4623.25353216,-31901.63783216
133,-566.4832,-26492.7937,-4908.1686,116.82553464,-27059.276899999997,-4791.34306536,-31850.619965359998
134,-574.0986,-26579.7283,-4766.1712,116.33404464,-27153.8269,-4649.83715536,-31803.66405536
135,-815.4604,-26549.3718,-4851.4068,123.57494856000001,-27364.8322,-4727.83185144,-32092.664051440002
136,-933.6883,-26472.9637,-4862.774,119.7102276,-27406.652000000002,-4743.063772400001,-32149.715772400003
137,-861.9817,-26486.3606,-4750.3342,115.62764904,-27348.3423,-4634.706550960001,-31983.04885096
138,-691.4844,-26583.2921,-4731.6099,114.91640063999999,-27274.7765,-4616.693499360001,-31891.46999936
139,-879.4464,-26508.7824,-4778.898,116.7339492,-27388.2288,-4662.1640508,-32050.392850800003
140,-766.7207,-26473.0426,-4830.8314,118.52785224,-27239.763300000002,-4712.30354776,-31952.06684776
141,108.0536,-26356.672,-4954.5554,116.59169304,-26248.6184,-4837.96370696,-31086.58210696
142,-1253.9709,-26501.5186,-4854.7443,117.98882064000001,-27755.4895,-4736.75547936,-32492.244979360003
143,-991.7887,-26259.8017,-4965.8755,118.49745383999999,-27251.5904,-4847.37804616,-32098.968446160005
144,-825.263,-26612.8015,-4770.6513,118.3428612,-27438.0645,-4652.308438800001,-32090.372938800003
145,-793.1914,-26678.3993,-4680.432,116.38871927999999,-27471.5907,-4564.0432807199995,-32035.633980720002
146,-862.1688,-26509.7919,-4815.2756,119.34751608,-27371.9607,-4695.92808392,-32067.88878392
147,-176.8628,-26412.4112,-4911.3441,120.60794879999999,-26589.273999999998,-4790.736151200001,-31380.0101512
148,-377.7079,-26565.5197,-4779.6594,119.87121888,-26943.227600000002,-4659.7881811199995,-31603.015781120004
149,-132.8173,-26595.9789,-4783.2074,117.55115136,-26728.796199999997,-4665.65624864,-31394.452448639997
150,-949.3795,-26528.2153,-4811.287,122.13370008000001,-27477.5948,-4689.15329992,-32166.748099919998
151,-925.4097,-26527.1222,-4775.655,121.64894927999998,-27452.5319,-4654.00605072,-32106.53795072
152,-1140.0681,-26458.9775,-4890.3182,122.58698543999999,-27599.0456,-4767.73121456,-32366.77681456
153,51.9027,-26535.0004,-4877.2569,120.93367896,-26483.097700000002,-4756.32322104,-31239.420921040004
154,-589.8452,-26483.1023,-4850.1391,120.92322456,-27072.9475,-4729.215875440001,-31802.16337544
155,-580.1433,-26555.1881,-4819.6481,120.03938928,-27135.3314,-4699.60871072,-31834.940110720003
156,-563.5099,-26607.5751,-4732.741,120.10378823999999,-27171.085,-4612.63721176,-31783.72221176
157,-1080.1184,-26347.9845,-5005.6598,122.06734847999999,-27428.102899999998,-4883.59245152,-32311.69535152
158,-928.8185,-26310.9302,-5000.4634,122.1087276,-27239.7487,-4878.3546724,-32118.1033724
159,-487.5883,-26595.1894,-4732.6263,120.2950908,-27082.7777,-4612.3312092,-31695.1089092
160,-30.9525,-26685.3884,-4608.0859,117.53951543999999,-26716.3409,-4490.54638456,-31206.88728456
161,-337.1002,-26450.4755,-4894.3952,122.33396447999999,-26787.5757,-4772.06123552,-31559.63693552
162,-656.6289,-26466.6309,-4837.3282,120.36433824,-27123.2598,-4716.96386176,-31840.22366176
163,-204.0428,-26767.1869,-4649.5192,117.80189711999999,-26971.2297,-4531.71730288,-31502.94700288
164,-736.7281,-26346.9895,-4953.5944,122.20873775999999,-27083.7176,-4831.38566224,-31915.103262239998
165,-734.0387,-26587.116,-4732.4998,115.70000255999999,-27321.154700000003,-4616.79979744,-31937.954497440005
166,-145.9426,-26563.6523,-4763.0883,121.17453984000001,-26709.5949,-4641.9137601600005,-31351.508660159998
167,-536.8293,-26333.2201,-4903.0358,118.42921008,-26870.0494,-4784.606589919999,-31654.65598992
168,-408.6732,-26308.3625,-4847.9277,118.20155760000002,-26717.0357,-4729.7261424,-31446.7618424
169,-520.1971,-26579.3559,-4769.789,122.41413071999999,-27099.553,-4647.37486928,-31746.92786928
170,44.9293,-26392.62,-4956.6135,121.47255648,-26347.6907,-4835.14094352,-31182.83164352
171,-756.1623,-26355.894,-4864.368,124.45578216,-27112.0563,-4739.91221784,-31851.96851784
172,-143.2586,-26601.2533,-4744.7624,119.29021488,-26744.5119,-4625.472185119999,-31369.984085120002
173,-542.8468,-26695.4609,-4706.702,117.85218696,-27238.307699999998,-4588.84981304,-31827.157513039998
174,-645.0276,-26602.0278,-4790.3833,118.31111999999999,-27247.0554,-4672.07218,-31919.127580000004
175,-645.2588,-26537.988,-4799.4147,121.57916112000001,-27183.2468,-4677.83553888,-31861.08233888
176,-369.6423,-26560.8647,-4683.0189,117.56851848,-26930.506999999998,-4565.45038152,-31495.95738152
177,-577.3451,-26707.8196,-4644.3562,118.46366783999999,-27285.164699999998,-4525.89253216,-31811.057232159998
178,-684.3689,-26520.9621,-4753.2122,120.49110359999999,-27205.331000000002,-4632.7210964,-31838.0520964
179,-597.2545,-26567.4562,-4783.7678,115.51070736,-27164.7107,-4668.257092639999,-31832.967792639996
180,-621.3295,-26463.9901,-4848.9554,117.81766224,-27085.3196,-4731.13773776,-31816.45733776
181,-1091.9901,-26455.629,-4856.4897,121.25593223999999,-27547.6191,-4735.23376776,-32282.85286776
182,-404.0339,-26554.154,-4776.6298,122.75713152000002,-26958.187899999997,-4653.872668479999,-31612.060568479996
183,-49.4686,-26370.2992,-4919.6387,119.07438624,-26419.7678,-4800.56431376,-31220.33211376
184,-797.8746,-26433.9176,-4839.3157,119.8918044,-27231.7922,-4719.4238956,-31951.2160956
185,-625.4198,-26635.0631,-4684.5515,112.83113736,-27260.4829,-4571.72036264,-31832.203262639996
186,169.7755,-26541.7668,-4790.8713,119.19925368,-26371.9913,-4671.67204632,-31043.66334632
187,-172.0825,-26398.9775,-4878.0865,120.78200448,-26571.06,-4757.30449552,-31328.364495520003
188,-650.5448,-26480.1272,-4871.1424,115.77984335999999,-27130.672,-4755.36255664,-31886.03455664
189,-647.9308,-26424.2611,-4903.5137,117.5240376,-27072.191899999998,-4785.9896624,-31858.181562399997
190,-553.0972,-26452.4558,-4855.1775,115.53490656,-27005.553,-4739.6425934399995,-31745.19559344
191,-217.0942,-26387.917,-4920.3534,119.38762655999999,-26605.0112,-4800.96577344,-31405.97697344
192,-1114.2683,-26520.5123,-4736.2854,122.26772232,-27634.7806,-4614.01767768,-32248.798277679998
193,-946.1549,-26497.0538,-4835.4815,119.74755384,-27443.208700000003,-4715.7339461599995,-32158.942646160005
194,-709.2231,-26496.9178,-4849.5925,118.8485784,-27206.1409,-4730.743921599999,-31936.884821599997
195,-236.2011,-26492.7132,-4861.136,116.0075592,-26728.914299999997,-4745.1284408,-31474.042740799996
196,-638.816,-26658.8331,-4762.7909,117.17107704,-27297.6491,-4645.6198229599995,-31943.26892296
197,59.5281,-26656.5632,-4690.3642,117.46475568,-26597.0351,-4572.89944432,-31169.93454432
198,-538.9757,-26617.8933,-4694.4511,116.4567132,-27156.869,-4577.9943868,-31734.863386799996
199,-418.8328,-26388.8273,-4886.7331,116.57357784,-26807.6601,-4770.15952216,-31577.81962216

Ligand Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL
0,-0.7033,41.4801,-16.0627,1.70360568,40.7768,-14.35909432,26.41770568
1,-0.783,41.1827,-16.7541,1.72578528,40.399699999999996,-15.028314720000001,25.371385279999995
2,-0.708,39.9091,-16.7527,1.7382672,39.201100000000004,-15.014432800000002,24.186667200000002
3,-0.6556,40.9765,-15.1953,1.7175888,40.3209,-13.4777112,26.843188800000004
4,0.5462,39.5647,-16.1491,1.7057124000000001,40.1109,-14.443387600000001,25.6675124
5,-0.6298,40.045,-17.1422,1.72626264,39.4152,-15.41593736,23.99926264
6,-0.7218,40.176,-18.5451,1.73637432,39.4542,-16.808725680000002,22.645474319999998
7,-0.5422,39.2199,-16.8279,1.7246397599999999,38.6777,-15.10326024,23.57443976
8,-0.7669,42.0427,-15.0385,1.72036512,41.275800000000004,-13.31813488,27.957665120000005
9,-0.8195,42.1972,-16.6311,1.70851392,41.377700000000004,-14.92258608,26.455113920000006
10,-0.6563,41.1171,-16.8676,1.71664128,40.4608,-15.15095872,25.30984128
11,-0.3334,40.6201,-15.5428,1.70734464,40.2867,-13.83545536,26.451244640000002
12,-0.7502,40.4875,-16.2009,1.7205076799999999,39.7373,-14.48039232,25.256907679999998
13,-0.8861,40.2772,-16.6261,1.7183512799999998,39.3911,-14.90774872,24.48335128
14,-0.6853,41.0792,-14.9216,1.71898416,40.3939,-13.20261584,27.191284160000006
15,-0.9428,41.4579,-14.6586,1.7121132,40.515100000000004,-12.9464868,27.568613200000005
16,-0.8837,40.6563,-18.6745,1.72286568,39.772600000000004,-16.951634319999997,22.820965680000008
17,-0.573,40.655,-15.4229,1.7127115199999998,40.082,-13.710188480000001,26.37181152
18,-0.8427,40.3954,-16.1499,1.7292304799999998,39.5527,-14.420669519999999,25.13203048
19,-0.9532,41.275,-17.7411,1.7158377599999999,40.321799999999996,-16.02526224,24.296537759999996
20,-0.7476,40.4596,-17.3545,1.71661392,39.712,-15.637886080000001,24.074113920000002
21,-0.3193,40.6076,-16.0881,1.7038411199999999,40.2883,-14.38425888,25.90404112
22,-0.6935,41.1361,-16.7195,1.7125696799999999,40.4426,-15.00693032,25.43566968
23,-0.6778,40.9539,-16.652,1.727352,40.2761,-14.924648000000001,25.351452
24,-0.5543,41.2825,-15.4409,1.7242639199999998,40.7282,-13.716636079999999,27.01156392
25,-0.7724,40.8138,-16.3265,1.71675792,40.0414,-14.60974208,25.431657920000003
26,-0.8896,40.2083,-17.7237,1.73867616,39.3187,-15.98502384,23.33367616
27,-0.8068,40.069,-18.5394,1.73302344,39.2622,-16.80637656,22.45582344
28,-0.4617,40.7898,-16.1568,1.71177984,40.3281,-14.44502016,25.883079839999997
29,-0.926,42.0384,-17.0853,1.70741664,41.1124,-15.37788336,25.734516640000002
30,-0.5511,40.4208,-17.4861,1.72123056,39.8697,-15.76486944,24.10483056
31,-0.4043,39.8541,-18.6276,1.70615376,39.4498,-16.92144624,22.52835376
32,-0.6578,40.7683,-15.8843,1.72614888,40.1105,-14.15815112,25.952348880000002
33,-0.5405,39.6599,-18.0562,1.7355132,39.1194,-16.3206868,22.798713199999998
34,-0.701,40.7267,-15.2438,1.7161689599999999,40.0257,-13.527631040000001,26.49806896
35,-0.9101,41.196,-18.6199,1.7196947999999999,40.2859,-16.900205200000002,23.385694799999996
36,-0.5397,40.5269,-18.4266,1.71657288,39.987199999999994,-16.71002712,23.277172879999995
37,0.4763,40.4024,-17.5743,1.70929296,40.8787,-15.865007040000002,25.01369296
38,-0.9107,40.3441,-16.6765,1.7271489599999998,39.4334,-14.949351040000002,24.48404896
39,-0.7492,40.5062,-16.0007,1.7227396799999999,39.757,-14.277960319999998,25.47903968
40,-0.8177,41.0681,-15.2382,1.71990648,40.2504,-13.51829352,26.73210648
41,-0.7663,40.7544,-17.0322,1.6946308799999998,39.988099999999996,-15.33756912,24.650530879999994
42,-0.8414,40.4739,-15.0821,1.7182339199999999,39.6325,-13.363866080000001,26.26863392
43,-0.3542,39.7421,-17.1475,1.73376288,39.3879,-15.41373712,23.97416288
44,0.9681,40.6347,-14.6129,1.7022355200000001,41.6028,-12.91066448,28.69213552
45,-0.7929,39.9727,-18.4381,1.71936864,39.1798,-16.71873136,22.46106864
46,-0.3692,40.3072,-16.8838,1.7117812799999998,39.938,-15.17201872,24.765981280000002
47,-0.8883,41.79,-17.4012,1.71949536,40.9017,-15.68170464,25.21999536
48,-0.7678,39.5358,-19.5543,1.71706464,38.768,-17.83723536,20.93076464
49,-0.4126,40.0825,-17.1841,1.72043424,39.669900000000005,-15.463665760000001,24.206234240000004
50,-0.9029,41.1068,-16.7677,1.72076328,40.2039,-15.046936720000001,25.156963279999996
51,-0.8889,40.5696,-15.7637,1.72990296,39.6807,-14.03379704,25.646902960000002
52,-0.6462,40.0981,-15.5756,1.7225553599999999,39.4519,-13.85304464,25.59885536
53,-0.8426,40.6917,-16.6201,1.71666288,39.8491,-14.903437120000001,24.94566288
54,-0.8112,40.6021,-17.058,1.71504,39.7909,-15.34296,24.44794
55,-0.4607,41.0733,-16.6282,1.7210736,40.6126,-14.9071264,25.7054736
56,-0.7652,39.9988,-15.0133,1.72649664,39.2336,-13.286803359999999,25.946796640000002
57,-0.8937,40.5198,-15.9265,1.70900568,39.626099999999994,-14.21749432,25.408605679999994
58,-0.9377,40.5203,-15.7439,1.71873648,39.5826,-14.02516352,25.55743648
59,-0.8598,41.5252,-16.7723,1.7217215999999997,40.6654,-15.050578400000001,25.614821599999996
60,-0.5072,40.3379,-16.4727,1.72586808,39.8307,-14.74683192,25.083868080000002
61,-0.5148,40.7034,-15.6722,1.71724752,40.1886,-13.95495248,26.23364752
62,-0.9569,41.2568,-17.5945,1.7292139199999998,40.2999,-15.86528608,24.43461392
63,-0.7641,40.2488,-17.9439,1.7161322399999999,39.484700000000004,-16.22776776,23.256932240000005
64,-0.7757,41.2379,-16.2304,1.72625112,40.4622,-14.504148879999999,25.958051120000004
65,-0.8894,41.4566,-19.9435,1.69899984,40.5672,-18.24450016,22.32269984
66,-0.3828,41.3349,-14.5159,1.7087579999999998,40.952099999999994,-12.807142,28.144957999999992
67,-0.6501,38.7985,-16.6707,1.74430512,38.148399999999995,-14.92639488,23.222005119999995
68,-0.7642,40.9073,-17.2878,1.7155087199999999,40.1431,-15.572291280000002,24.570808719999995
69,-0.7131,41.7257,-16.9153,1.71559152,41.012600000000006,-15.199708479999998,25.812891520000008
70,-0.7157,40.9757,-16.6268,1.72565712,40.260000000000005,-14.90114288,25.358857120000007
71,-0.6053,39.5315,-17.2658,1.72391616,38.9262,-15.541883839999999,23.384316160000004
72,-0.7224,40.6617,-15.7816,1.71604512,39.9393,-14.065554879999999,25.873745120000006
73,-0.7095,40.7591,-21.329,1.71949176,40.0496,-19.60950824,20.440091759999998
74,-0.6961,41.1038,-17.5998,1.70840952,40.4077,-15.891390479999998,24.51630952
75,-0.8678,41.2487,-16.6815,1.7113125599999999,40.3809,-14.97018744,25.410712559999997
76,-0.9402,40.9048,-15.5204,1.71000792,39.964600000000004,-13.81039208,26.15420792
77,-0.5627,41.5345,-16.8748,1.70494488,40.9718,-15.169855120000001,25.80194488
78,-0.193,39.3781,-17.2656,1.71351864,39.185100000000006,-15.552081359999999,23.633018640000007
79,-0.6555,41.2327,-15.9999,1.7224984799999998,40.577200000000005,-14.27740152,26.299798480000003
80,-0.7358,40.2918,-18.5055,1.72020384,39.556000000000004,-16.78529616,22.770703840000003
81,-0.7899,40.6054,-16.5976,1.71811152,39.8155,-14.87948848,24.93601152
82,-0.3259,39.8999,-15.1253,1.72253232,39.574000000000005,-13.40276768,26.171232320000005
83,-0.9097,39.6262,-18.3839,1.72396152,38.716499999999996,-16.65993848,22.056561519999995
84,-0.99,41.134,-16.4375,1.7209332,40.144,-14.7165668,25.4274332
85,-0.7777,40.0778,-19.1416,1.7262676799999999,39.3001,-17.41533232,21.88476768
86,-0.5676,39.2459,-18.521,1.73503584,38.6783,-16.78596416,21.89233584
87,-0.4239,39.3088,-17.5909,1.7235619199999999,38.884899999999995,-15.867338080000001,23.01756191999999
88,-0.6939,39.7122,-18.5802,1.7214192000000001,39.0183,-16.8587808,22.159519200000002
89,-0.5232,40.7936,-15.4448,1.72086336,40.270399999999995,-13.723936640000002,26.546463359999994
90,-0.813,39.4679,-17.626,1.73176632,38.6549,-15.894233680000001,22.760666319999995
91,-0.8527,40.4405,-14.9687,1.7215437599999999,39.5878,-13.24715624,26.340643760000003
92,-0.5808,39.7767,-19.5423,1.72103544,39.195899999999995,-17.82126456,21.374635439999995
93,-0.8789,39.9911,-17.5241,1.74265776,39.1122,-15.78144224,23.33075776
94,-0.8673,41.8686,-17.9594,1.72435824,41.0013,-16.235041759999998,24.766258240000003
95,-0.7341,40.7143,-15.8074,1.72440864,39.9802,-14.08299136,25.897208640000002
96,-0.351,39.7237,-18.1943,1.7135323199999999,39.3727,-16.48076768,22.891932320000002
97,-0.7493,39.3649,-18.0427,1.7332135199999998,38.6156,-16.30948648,22.30611352
98,-0.63,41.3082,-16.3736,1.72970064,40.6782,-14.643899359999999,26.034300639999998
99,-0.6586,41.1549,-16.1954,1.72973016,40.4963,-14.46566984,26.030630159999998
100,-0.8402,41.317,-16.6939,1.7187732,40.4768,-14.9751268,25.5016732
101,-0.6301,40.4814,-18.8775,1.71564768,39.8513,-17.16185232,22.68944768
102,-0.2717,40.0005,-16.2352,1.736046,39.7288,-14.499153999999999,25.229646000000002
103,-0.9226,39.9741,-15.4089,1.73225448,39.0515,-13.67664552,25.374854479999996
104,-0.4268,40.5422,-16.2645,1.73702232,40.1154,-14.527477680000002,25.58792232
105,-0.7446,40.511,-16.5472,1.7227216799999998,39.766400000000004,-14.82447832,24.941921680000004
106,-0.889,40.7608,-17.3276,1.73281464,39.8718,-15.59478536,24.27701464
107,-0.9859,41.3688,-16.1982,1.72889352,40.3829,-14.46930648,25.91359352
108,-0.9007,41.1679,-16.0644,1.7257356,40.2672,-14.338664399999999,25.928535600000004
109,-0.6471,40.1984,-16.2764,1.72798992,39.5513,-14.548410079999998,25.002889919999998
110,-0.5107,40.49,-16.5966,1.72318608,39.9793,-14.873413919999999,25.105886080000005
111,-0.8355,39.6578,-18.1931,1.73531088,38.8223,-16.45778912,22.364510879999997
112,-0.958,41.4445,-20.4113,1.72470744,40.4865,-18.68659256,21.79990744
113,-0.2303,39.6724,-17.0724,1.72948968,39.4421,-15.342910319999998,24.099189680000006
114,-0.8939,40.2422,-16.4582,1.74706128,39.348299999999995,-14.711138720000001,24.637161279999994
115,-0.4961,40.0931,-16.8581,1.71445608,39.597,-15.14364392,24.453356080000002
116,-0.8477,40.8407,-15.0023,1.7333676,39.992999999999995,-13.2689324,26.724067599999998
117,0.3256,39.5396,-16.6221,1.7055467999999998,39.8652,-14.9165532,24.948646800000002
118,-1.0074,42.0838,-16.2321,1.717794,41.0764,-14.514306,26.562094000000002
119,-0.3103,40.6892,-14.4859,1.72453968,40.3789,-12.761360320000001,27.61753968
120,-0.9711,41.6259,-16.8654,1.71590688,40.6548,-15.14949312,25.50530688
121,-0.7973,40.4049,-16.3991,1.73510856,39.6076,-14.66399144,24.943608559999998
122,-0.817,39.7455,-16.6595,1.73290608,38.9285,-14.926593920000002,24.001906079999998
123,-0.8751,40.1843,-18.2266,1.71999,39.3092,-16.506610000000002,22.802589999999995
124,-0.5613,40.6628,-16.4478,1.70989056,40.101499999999994,-14.737909440000001,25.363590559999995
125,0.0849,39.5877,-17.287,1.70652888,39.672599999999996,-15.580471119999999,24.092128879999997
126,0.0227,39.6151,-17.9836,1.71570456,39.6378,-16.26789544,23.36990456
127,-0.1385,40.6414,-16.4344,1.70641224,40.5029,-14.72798776,25.774912239999995
128,-0.6542,40.8575,-16.3911,1.7234611199999998,40.2033,-14.667638880000002,25.535661119999997
129,-0.9284,41.7856,-15.9585,1.71856224,40.8572,-14.23993776,26.61726224
130,-1.0316,40.3221,-17.0398,1.73840112,39.2905,-15.301398879999999,23.98910112
131,-0.3473,39.8084,-18.6708,1.72338336,39.4611,-16.94741664,22.51368336
132,-0.7529,40.7512,-14.9254,1.72598688,39.9983,-13.199413119999999,26.79888688
133,-0.9835,40.0192,-16.2489,1.71908712,39.0357,-14.52981288,24.50588712
134,-0.8867,40.2333,-17.7615,1.73357352,39.3466,-16.02792648,23.31867352
135,-0.0698,40.4223,-16.2901,1.73021904,40.3525,-14.55988096,25.79261904
