GENERALIZED BORN:
Complex Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL
136,-0.8134,40.2927,-17.7286,1.71758664,39.4793,-16.01101336,23.468286640000002
137,-0.4694,40.5622,-16.5132,1.70400888,40.0928,-14.809191120000001,25.283608879999996
138,-0.4915,39.9238,-17.4123,1.7146548,39.4323,-15.697645199999998,23.7346548
139,-0.5837,39.9953,-16.7532,1.73160792,39.4116,-15.02159208,24.390007920000002
140,-0.4907,40.3648,-16.2079,1.71438192,39.874100000000006,-14.49351808,25.380581920000008
141,-0.3037,40.121,-17.0022,1.7115328799999998,39.8173,-15.290667119999998,24.526632880000005
142,-0.7116,40.7408,-17.4843,1.72469016,40.0292,-15.759609840000001,24.269590160000003
143,-0.9082,40.9914,-17.5482,1.74191976,40.0832,-15.806280240000001,24.27691976
144,-0.6855,40.0482,-17.4239,1.7141356799999998,39.362700000000004,-15.70976432,23.652935680000002
145,0.7705,40.1247,-17.4543,1.7167716,40.895199999999996,-15.7375284,25.157671599999997
146,-0.3155,40.3235,-16.5337,1.7163021600000001,40.008,-14.81739784,25.190602160000005
147,-0.8095,40.0728,-22.1692,1.71117576,39.2633,-20.45802424,18.80527576
148,-0.7076,40.0919,-17.0835,1.73753712,39.3843,-15.34596288,24.03833712
149,-0.7091,39.5505,-17.5842,1.73322792,38.8414,-15.850972079999998,22.990427920000002
150,-0.6065,39.7163,-18.2849,1.7121996,39.1098,-16.572700400000002,22.537099599999998
151,-0.8534,40.7738,-17.2771,1.7229211199999999,39.9204,-15.55417888,24.36622112
152,-0.5885,39.6205,-16.7148,1.7233552799999998,39.032,-14.99144472,24.040555279999996
153,-0.68,40.0705,-15.5945,1.7330652,39.3905,-13.8614348,25.5290652
154,-0.7912,40.5927,-15.9949,1.71704016,39.8015,-14.27785984,25.523640159999996
155,-0.8695,41.0213,-17.532,1.7167392,40.151799999999994,-15.8152608,24.336539199999994
156,-0.6523,41.4842,-17.1242,1.7057440799999999,40.831900000000005,-15.418455919999998,25.413444080000005
157,-0.575,40.309,-17.7755,1.71578232,39.733999999999995,-16.059717680000002,23.674282319999993
158,-0.6007,39.8048,-15.2689,1.7387784,39.2041,-13.530121600000001,25.673978399999996
159,-0.5347,40.2402,-15.8537,1.7233416,39.7055,-14.1303584,25.575141600000002
160,-0.2395,39.8438,-17.3457,1.7191079999999999,39.6043,-15.626592,23.977708
161,-0.819,40.9276,-16.6237,1.7193564,40.108599999999996,-14.904343599999999,25.204256399999995
162,-0.8124,42.213,-15.4232,1.71750888,41.400600000000004,-13.70569112,27.694908880000003
163,-0.5998,39.9438,-16.1432,1.72660752,39.344,-14.41659248,24.927407520000003
164,-0.6109,40.0519,-16.2566,1.7088199199999998,39.441,-14.547780079999999,24.893219920000003
165,-0.9766,40.3907,-15.9512,1.72433376,39.414100000000005,-14.22686624,25.187233760000005
166,-0.8844,40.4515,-17.3388,1.72781496,39.5671,-15.61098504,23.956114960000004
167,-0.9181,41.115,-16.0716,1.71352152,40.1969,-14.35807848,25.83882152
168,0.1109,39.7824,-16.0893,1.71389232,39.8933,-14.375407680000002,25.51789232
169,-0.8237,41.013,-17.3882,1.70312328,40.189299999999996,-15.685076720000001,24.504223279999994
170,-0.7979,40.5112,-17.2177,1.73113056,39.713300000000004,-15.48656944,24.226730560000004
171,-0.6277,40.0448,-16.8257,1.7184448799999998,39.417100000000005,-15.107255120000001,24.309844880000004
172,-0.9797,41.1258,-16.5387,1.7202369599999998,40.1461,-14.81846304,25.32763696
173,-0.3105,39.4793,-18.995,1.71291744,39.168800000000005,-17.28208256,21.886717440000005
174,-0.742,40.094,-16.5091,1.7184081599999999,39.352000000000004,-14.790691840000001,24.561308160000003
175,-0.8051,39.6006,-17.7679,1.7321479199999998,38.7955,-16.03575208,22.759747919999995
176,-0.3812,40.8846,-16.1825,1.71080136,40.5034,-14.471698640000001,26.03170136
177,-0.7598,40.0855,-16.0535,1.72402488,39.325700000000005,-14.32947512,24.996224880000007
178,-0.8582,41.8338,-16.7072,1.69535088,40.9756,-15.01184912,25.96375088
179,-0.6066,40.9349,-15.6581,1.7041572,40.3283,-13.9539428,26.374357200000002
180,-0.7766,40.8323,-18.6693,1.7244468,40.055699999999995,-16.9448532,23.110846799999994
181,-0.829,40.6334,-16.9125,1.7256362399999998,39.8044,-15.186863760000001,24.61753624
182,-0.9485,42.2734,-16.4829,1.71594648,41.3249,-14.766953520000001,26.55794648
183,-0.9852,40.5917,-17.4429,1.72538712,39.606500000000004,-15.717512880000001,23.888987120000003
184,-0.7076,41.1001,-16.9148,1.7177147999999998,40.3925,-15.1970852,25.195414799999998
185,-0.8955,40.4,-15.4985,1.72947816,39.5045,-13.76902184,25.73547816
186,-0.6536,41.0317,-16.8494,1.7196573599999998,40.3781,-15.12974264,25.248357360000004
187,-0.1532,39.9754,-14.7125,1.71074376,39.8222,-13.00175624,26.820443760000003
188,-0.569,40.5949,-18.5525,1.72384128,40.0259,-16.82865872,23.19724128
189,-0.4157,41.0033,-16.4968,1.71667368,40.5876,-14.78012632,25.80747368
190,-0.7203,40.8462,-16.8247,1.71746496,40.1259,-15.107235039999999,25.018664960000002
191,-0.6167,40.6307,-18.4208,1.71534744,40.013999999999996,-16.70545256,23.308547439999995
192,-0.413,40.2768,-19.5156,1.72043064,39.863800000000005,-17.79516936,22.068630640000006
193,0.1226,39.2574,-18.4395,1.7093087999999999,39.379999999999995,-16.7301912,22.649808799999995
194,-0.8025,40.4818,-16.6465,1.72133784,39.6793,-14.92516216,24.75413784
195,-0.7243,40.7845,-19.5247,1.71946512,40.0602,-17.80523488,22.25496512
196,0.1166,38.5558,-18.8236,1.7222896799999998,38.672399999999996,-17.10131032,21.571089679999996
197,-0.9154,40.2424,-22.6879,1.7186443200000001,39.327000000000005,-20.96925568,18.357744320000005
198,-0.8146,40.159,-19.0165,1.7339479199999999,39.3444,-17.282552080000002,22.061847919999998
199,-0.8247,41.1911,-17.2497,1.71922464,40.3664,-15.53047536,24.835924639999998

DELTA Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,DELTA G gas,DELTA G solv,DELTA TOTAL
0,-0.002200000000000646,0.3099999999983467,-0.3059999999999903,-4.440892098500626e-15,0.3077999999983163,-0.3059999999992975,0.001799999998109314
1,-0.000199999999965228,-0.06370000000121934,0.06289999999979301,1.0880185641326534e-14,-0.06389999999925067,0.0629000000001021,-0.0009999999973295814
2,-0.0006000000001604722,0.09309999999899077,-0.09180000000015198,7.199999985108008e-07,0.09249999999723713,-0.0917992800001528,0.0007007199961748256
3,-0.0038000000000051326,0.8315000000009007,-0.8156000000002201,1.5543122344752192e-15,0.8277000000040786,-0.8156000000009715,0.012100000001286304
4,-0.0018000000000040206,-0.5358999999999554,0.5291000000001098,9.992007221626409e-15,-0.5377000000010952,0.5291000000003763,-0.008599999997990437
5,-0.003199999999981329,0.8515000000025594,-0.8390000000001727,-1.2656542480726785e-14,0.8483000000045706,-0.8389999999995315,0.0093000000032184
6,-0.13789999999997526,-0.6872999999983023,1.2608999999999462,1.021405182655144e-14,-0.8251999999991853,1.26089999999936,0.43569999999926523
7,-0.005699999999970062,0.021499999998972896,-0.0061000000007425115,2.4424906541753444e-15,0.01579999999758286,-0.006100000000570205,0.009700000001561904
8,-0.0024000000000438115,-0.46429999999785565,0.4586000000002759,-3.3306690738754696e-15,-0.4666999999977861,0.45860000000004497,-0.008099999998652407
9,-0.0025000000000027223,-0.31670000000070075,0.3126000000005966,1.5765166949677223e-14,-0.3192000000008193,0.3126000000004563,-0.006599999999455264
10,-0.009200000000008646,-0.13290000000103674,0.16919999999977975,1.887379141862766e-14,-0.14210000000019107,0.16920000000043878,0.027100000002064917
11,-0.011900000000008848,0.12050000000099459,-0.06359999999966703,-7.200000147200569e-07,0.10860000000013059,-0.06360071999935535,0.04499928000259601
12,-0.0009000000001786468,0.05810000000128923,-0.057300000000214624,-2.6645352591003757e-15,0.05719999999997327,-0.05730000000013291,-9.999999834064965e-05
13,-0.0004000000000122794,-0.25919999999997145,0.2559000000006151,-6.661338147750939e-15,-0.2596000000004963,0.25590000000082114,-0.0037000000014941747
14,-0.0035000000001284004,0.08280000000026178,-0.07659999999999734,-9.103828801926284e-15,0.07930000000035875,-0.07659999999977884,0.0026999999996668578
15,-0.02260000000004514,-0.10019999999952489,0.19989999999986452,7.20000007392585e-07,-0.12280000000048119,0.19990071999973047,0.0771007199992475
16,-12.039399999999977,-1.0833999999971553,7.337300000000059,-1.3018363200000085,-13.122799999997135,6.035463679999978,-7.087336319994428
17,-0.02410000000000112,-0.14860000000160767,0.2293999999996874,1.354472090042691e-14,-0.17270000000065266,0.22939999999977267,0.05670000000002773
18,-0.06529999999998704,-0.21140000000253423,0.47740000000032623,-7.200000042839605e-07,-0.2767000000019806,0.4773992800000517,0.20069927999716342
19,-0.0008999999999825814,-0.06259999999965515,0.061800000000214794,-4.440892098500626e-16,-0.06349999999866895,0.06180000000010111,-0.001699999995839363
20,-0.0018000000000084615,-0.37549999999996686,0.37089999999952283,4.440892098500626e-16,-0.37729999999693575,0.37089999999939494,-0.006399999998450312
21,-0.004699999999955462,-0.3833999999994333,0.3791000000001681,7.199999814133662e-07,-0.3880999999999588,0.3791007200008458,-0.00899928000184147
22,-0.010599999999996834,1.3672000000003095,-1.3177999999999592,1.5543122344752192e-15,1.3565999999976555,-1.3177999999996164,0.0387999999971278
23,-6.7486000000000015,5.1689999999984835,-0.23779999999992185,-1.0091620800000138,-1.579600000001804,-1.2469620799994807,-2.826562080005832
24,-4.8118999999999925,-1.7086000000005868,6.111199999999769,-1.007578079999989,-6.520500000000979,5.103621920000306,-1.416878080005219
25,-5.555099999999986,-2.99369999999918,6.694999999999585,-0.6943464000000086,-8.5487999999986,6.000653599999463,-2.5481463999982275
26,-0.11990000000000278,-0.26829999999767296,0.6443000000003778,-1.709743457922741e-14,-0.38819999999778787,0.6443000000004453,0.2561000000026574
27,-0.012800000000036782,-0.9193999999993565,0.9409000000008518,1.0880185641326534e-14,-0.9322000000018917,0.9409000000005214,0.008699999997720198
28,-0.011700000000026467,0.8207000000025033,-0.7759999999995877,5.551115123125783e-15,0.8090000000035573,-0.7760000000000797,0.03300000000438885
29,-0.02689999999999959,-0.4957000000018539,0.6094000000005444,5.329070518200751e-15,-0.522600000002079,0.6094000000003366,0.0868000000018938
30,-0.3557999999999505,-2.7331000000014143,3.198000000000242,-0.0014889599999796665,-3.0889000000031857,3.196511040000148,0.10761103999332633
31,-0.00330000000000219,0.014500000001604008,-0.013099999999923284,-2.19824158875781e-14,0.011199999999327304,-0.013099999999688805,-0.001899999998542512
32,-0.0006000000000286887,-0.6019000000017556,0.594300000000036,-1.7541523789077473e-14,-0.60250000000201,0.594300000000473,-0.008199999999717988
33,-0.0006999999998897888,-0.5544999999996278,0.5474000000003905,-7.200000029516929e-07,-0.5551999999992887,0.5473992800009704,-0.007800719993770855
34,-0.0014000000000115032,0.29070000000063345,-0.2869999999995443,4.6629367034256575e-15,0.2893000000023278,-0.28699999999885684,0.0023000000016502042
35,-0.003800000000001691,0.6885000000001185,-0.6750000000007788,-7.199999749740726e-07,0.6847000000005607,-0.6750007200003694,0.009699280002010369
36,107.81299999999995,9.155999999999793,9.46519999999986,-0.8653449600000005,116.96900000000053,8.599855040000243,125.56885504000078
37,-0.00129999999999858,-0.706999999999482,0.6980000000000999,-1.509903313490213e-14,-0.7083000000009392,0.697999999999503,-0.010300000000526666
38,-0.0008000000000464302,-0.3055000000001371,0.30160000000020304,-5.995204332975845e-15,-0.30630000000211766,0.30159999999999876,-0.0047000000021206745
39,-0.0021999999999896547,-0.8784000000016121,0.868799999999684,3.774758283725532e-15,-0.8806000000026231,0.8687999999995881,-0.011800000005763422
40,-0.0007999999999718233,-0.0793999999983015,0.07839999999964142,-8.215650382226158e-15,-0.08019999999588379,0.07839999999937675,-0.0017999999965070401
41,-0.0010999999999523613,0.0660000000005212,-0.06520000000056214,-8.659739592076221e-15,0.06489999999988783,-0.06520000000081261,-0.0003000000027419958
42,-0.011299999999970223,-0.6271000000006524,0.6669999999998346,3.1086244689504383e-15,-0.6384000000001109,0.6669999999997103,0.028600000002327874
43,-0.0013000000000063516,0.2808999999974091,-0.277300000000686,4.440892098500626e-16,0.27959999999592355,-0.277300000000146,0.0022999999966870632
44,-0.004199999999976223,0.45610000000176143,-0.44989999999969754,-1.2212453270876722e-14,0.4519000000005917,-0.4498999999990847,0.0019999999996898055
45,-0.012099999999949929,-0.4198999999987052,0.45599999999982543,-7.200000036178267e-07,-0.4319999999989932,0.4559992799997943,0.023999279998982104
46,-0.013399999999968104,-0.5475999999987735,0.5776999999993038,-7.200000058382727e-07,-0.560999999995957,0.5776992799993828,0.016699280005244788
47,-9.725399999999995,-0.397899999999062,5.506900000000069,-1.3271255999999918,-10.12330000000076,4.179774400000362,-5.943525600000399
48,-0.23690000000001388,-1.083300000000584,1.8673000000001032,-1.0436096431476471e-14,-1.320200000001904,1.8673000000000926,0.547100000000917
49,-0.2880000000000085,-1.555299999999555,2.16310000000027,-7.199999996210238e-07,-1.8432999999996795,2.163099279999731,0.3197992800000513
50,-8.328399999999919,1.4483999999988768,4.961900000000821,-1.0194587999999953,-6.880000000000585,3.942441200000456,-2.9375588000019484
51,-6.824499999999979,-2.9700999999997393,6.905299999999926,-0.8699083200000035,-9.794600000000287,6.0353916799998935,-3.7592083199985744
52,-4.24519999999999,-2.6675000000003166,5.399299999999917,-0.5210438399999746,-6.912700000000747,4.878256160000085,-2.0344438400024814
53,-8.424899999999926,-22.365300000001895,22.91449999999977,-1.879461359999992,-30.790200000000006,21.035038640000003,-9.755161360000912
54,-10.277700000000081,-6.103100000000204,12.056700000000099,-1.850813279999995,-16.380799999999034,10.20588672000036,-6.174913280001402
55,-13.964900000000032,-8.56309999999938,15.5615000000006,-1.9616968800000083,-22.528000000001683,13.599803120000235,-8.928196879999629
56,-12.702100000000023,-6.155999999997832,15.12659999999998,-1.8431784000000058,-18.858099999998082,13.283421599999405,-5.574678400003222
57,-13.25929999999999,-4.697500000000183,12.996200000000012,-1.961872559999999,-17.95679999999861,11.034327439999501,-6.9224725599954695
58,-13.236700000000106,-9.089400000000616,16.599799999999565,-1.8687996000000129,-22.326100000000494,14.731000399999878,-7.595099599997887
59,-12.9086,-0.058699999997728014,7.3423999999999126,-1.7412926400000164,-12.967299999998566,5.601107359999611,-7.366192639994406
60,-13.8258,-2.7287999999985075,10.492100000000132,-1.922423039999986,-16.55459999999723,8.569676960000175,-7.9849230399988755
61,-13.8833,-0.526900000002243,8.990700000000313,-1.8864669600000061,-14.410200000000764,7.104233040000079,-7.305966960001594
62,-13.305400000000096,-9.085200000002146,17.851800000000214,-1.682500319999996,-22.39060000000429,16.169299680000872,-6.221300320002509
63,-13.122100000000032,-3.8897999999996244,10.659599999999742,-1.7999006399999966,-17.011900000000452,8.859699359999915,-8.152200639999627
64,-0.05000000000009719,-0.8938000000015691,1.0938000000001828,-1.354472090042691e-14,-0.9438000000028026,1.0937999999998702,0.15000000000161506
65,-0.43230000000007807,3.0276000000026,-2.0748999999999285,-7.19999989406972e-07,2.595300000002183,-2.0749007200001017,0.5203992800002624
66,-0.0008000000000012997,-0.04540000000104527,0.04470000000004681,1.7541523789077473e-14,-0.04619999999842861,0.04469999999980878,-0.0014999999977085565
67,-0.032499999999979434,0.6930000000000902,-0.5412000000002415,2.1316282072803006e-14,0.660499999999999,-0.5411999999995238,0.11930000000047514
68,-0.010800000000090959,0.41450000000153153,-0.3764000000001637,-2.5757174171303632e-14,0.4037000000000788,-0.37640000000027385,0.027300000001623914
69,-0.0006999999999920403,-0.24949999999903127,0.24619999999992714,3.774758283725532e-15,-0.25020000000039033,0.24620000000001596,-0.0040000000012838655
70,-0.0016999999999978144,-0.28079999999776817,0.27720000000044465,-7.199999945139979e-07,-0.282499999995494,0.27719928000037974,-0.005300719998754033
71,-0.0034999999999738574,-0.768800000000688,0.7592000000002912,-1.2434497875801753e-14,-0.7723000000024811,0.7592000000003356,-0.013099999998509304
72,-0.0067999999999915905,0.38039999999875107,-0.369500000000043,7.199999925155964e-07,0.3736000000008062,-0.3694992799997099,0.004100719997456537
73,-0.029000000000044546,0.18979999999941555,-0.027099999999968816,-1.7319479184152442e-14,0.16079999999993788,-0.02709999999998658,0.1336999999981323
74,-0.041699999999992854,-1.6109000000025375,1.7457999999997291,3.552713678800501e-15,-1.652600000001506,1.7457999999995337,0.09319999999984674
75,-0.02440000000000253,0.48289999999916233,-0.374500000000495,-3.774758283725532e-15,0.45850000000075397,-0.374500000000598,0.08400000000106544
76,-0.001099999999955581,0.3672000000008424,-0.36249999999960814,9.547918011776346e-15,0.3661000000022483,-0.3624999999996561,0.0036000000044147384
77,-0.0011000000000147558,0.6177999999979207,-0.6098999999999748,-6.661338147750939e-16,0.6166999999980192,-0.6099000000001169,0.006799999999721251
78,-0.002399999999949609,0.4773000000003691,-0.4711999999996763,-7.200000273765994e-07,0.4748999999998489,-0.4712007199992634,0.0036992800024044925
79,-0.0019999999999136264,-0.0041999999989243975,0.0042000000005124605,-7.200000038398713e-07,-0.006200000000092132,0.0041992800004084785,-0.0020007200015008664
80,-0.0028999999999943515,0.33750000000051017,-0.33260000000084844,1.0658141036401503e-14,0.3345999999988081,-0.33260000000078094,0.0019999999971176408
81,-0.005500000000029148,0.5844999999975755,-0.5702000000001703,-7.199999805251878e-07,0.5789999999985156,-0.5702007199997396,0.008799279999685439
82,-0.13000000000004236,-0.832700000002319,1.3503999999996559,-1.509903313490213e-14,-0.96270000000316,1.3503999999996843,0.38769999999652427
83,-0.09680000000007372,0.006000000000014438,0.4357000000001854,-1.1102230246251565e-14,-0.09079999999948996,0.43569999999983366,0.3448999999994342
84,-0.011699999999914334,-0.2921999999980329,0.3305000000000291,-9.547918011776346e-15,-0.3038999999951031,0.3305000000002476,0.02660000000696172
85,-0.0178999999999222,0.46450000000097447,-0.37559999999932003,-7.549516567451064e-15,0.446599999999691,-0.37559999999922766,0.07100000000319184
86,-0.008399999999993413,1.5491999999993666,-1.494499999999519,-1.9539925233402755e-14,1.540800000002072,-1.4944999999996114,0.04630000000064172
87,-0.0014999999999678049,0.3861000000022372,-0.3811999999999536,7.200000116114325e-07,0.384600000002159,-0.3811992800002262,0.0034007199992061032
88,-0.0049999999999805755,-0.30589999999762796,0.3079999999996623,-7.200000173845922e-07,-0.31089999999704077,0.30799928000012855,-0.0029007199969122155
89,-0.0012000000000141897,-0.07810000000156947,0.07719999999950744,-4.440892098500626e-15,-0.07930000000362725,0.07719999999980232,-0.0021000000065534152
90,-0.004999999999983684,0.9163000000004189,-0.9024000000001458,-7.199999829676784e-07,0.9113000000011198,-0.9024007200005837,0.008899279995990383
91,-0.014699999999975066,-0.23919999999937147,0.28359999999939767,-1.1102230246251565e-14,-0.25389999999855206,0.28359999999920227,0.029699999997919946
92,-0.007900000000017116,0.2847999999997981,-0.26089999999937774,8.43769498715119e-15,0.27689999999955717,-0.26089999999991065,0.015999999995099046
93,-9.858299999999803,-5.7372000000003,10.303600000000554,-0.9881632800000089,-15.595499999999873,9.31543672000073,-6.280063279996416
94,-9.12009999999998,-1.4233999999980682,5.3311000000006,-0.8896154399999991,-10.543499999996229,4.44148456000033,-6.1020154399949895
95,-1.8152000000000166,-7.202099999998971,7.572400000000327,-0.5120683200000045,-9.017300000001377,7.060331680000621,-1.956968320003483
96,-11.843899999999962,-1.971500000001008,8.620499999999879,-1.29542183999999,-13.815399999999606,7.325078159999876,-6.4903218400006395
97,-13.230100000000055,-9.190000000001838,13.649400000000274,-1.7911324799999948,-22.42010000000201,11.858267519999995,-10.561832480001105
98,-11.542399999999981,-3.562300000001926,9.876800000000106,-1.6816449600000096,-15.104700000001394,8.195155040000394,-6.909544960002819
99,-12.382800000000067,-11.159400000002734,13.468800000000037,-1.7428392000000033,-23.54220000000098,11.72596080000002,-11.81623920000187
100,-11.848399999999952,-7.140699999997189,11.381799999999899,-1.661669279999997,-18.9890999999985,9.720130720000272,-9.268969279997322
101,-0.055599999999997096,1.034599999999621,-0.7388999999998838,3.552713678800501e-15,0.9789999999978036,-0.7388999999998092,0.24009999999617548
102,-0.19119999999999054,1.0114000000013306,-0.17689999999955575,1.5987211554602254e-14,0.820200000002707,-0.17689999999956818,0.643300000003137
103,-0.014900000000000024,0.04720000000033764,-0.006499999999864059,-7.200000080587188e-07,0.03230000000034039,-0.006500719999587901,0.025799279996206792
104,-0.0018999999999352313,-0.13559999999792893,0.13390000000049795,-1.9984014443252818e-14,-0.13749999999831886,0.13390000000100422,-0.0035999999973164165
105,-0.000700000000000256,-0.20000000000212736,0.19740000000004088,-7.549516567451064e-15,-0.20070000000080768,0.1974000000002185,-0.0033000000024081544
106,-0.008399999999976204,-0.4132999999965108,0.4288000000000629,7.19999989406972e-07,-0.421699999998161,0.42880072000019354,0.007100720005670524
107,-0.0030000000000578453,0.1725999999982477,-0.1703999999997876,-7.200000029516929e-07,0.16959999999796338,-0.17040071999997508,-0.0008007199983737223
108,-8.067599999999999,-5.8133999999987225,8.908500000000252,-1.4060311200000013,-13.880999999999176,7.50246888000018,-6.378531120000815
109,-10.008499999999936,-8.765799999999906,13.661999999999612,-1.4482764000000128,-18.774299999998135,12.21372359999947,-6.560576399998663
110,-11.281300000000002,-3.8357000000016725,12.17550000000043,-1.7377991999999929,-15.117000000002953,10.437700800000508,-4.679299200000628
111,-9.79470000000006,0.15770000000060946,5.359099999999259,-1.384027920000008,-9.636999999998991,3.975072079998739,-5.661927919997524
112,-11.13880000000003,-5.131499999998077,11.031599999999589,-1.1969409599999747,-16.270299999997427,9.834659040000126,-6.435640959997301
113,-7.375900000000058,-0.25939999999953756,4.287599999999639,-1.0326398400000012,-7.6352999999978906,3.25496015999887,-4.380339839997202
114,-13.282299999999994,-9.564200000000113,14.391799999999389,-1.7951543999999902,-22.846499999998173,12.596645599999412,-10.24985439999785
115,-12.441300000000025,-11.193799999999051,16.01240000000015,-1.7990121599999986,-23.63510000000158,14.213387840000292,-9.421712160004017
116,-7.223599999999951,-4.607900000002047,7.534300000000153,-0.8960219999999939,-11.831500000001654,6.6382780000000885,-5.193222000001569
117,-13.825199999999986,-9.979800000000914,16.9353999999998,-1.8027338400000226,-23.805000000000106,15.132666159999918,-8.67233383999746
118,-12.531699999999962,-5.224600000001033,9.92130000000071,-1.6641367200000041,-17.75629999999918,8.257163280000862,-9.49913671999741
119,-12.900399999999975,-3.262599999997491,9.236800000000002,-1.7168004000000043,-16.162999999997126,7.519999600000354,-8.64300040000041
120,-10.873900000000027,-6.038699999998244,11.612699999999997,-1.4914699199999943,-16.912599999999408,10.121230080000272,-6.791369920002772
121,-11.633299999999913,-7.947999999998956,12.878600000000372,-1.6903591200000103,-19.58129999999864,11.188240879999949,-8.393059119997783
122,-12.585199999999993,-8.714899999998131,13.768600000000582,-1.8441777599999873,-21.30009999999494,11.924422240000737,-9.375677759995114
123,-12.6711,-21.78120000000046,23.34729999999949,-2.029435199999999,-34.45230000000114,21.317864799999008,-13.134435199998492
124,-11.832100000000043,-11.020399999999363,16.950500000000005,-1.863098639999999,-22.852500000000198,15.08740136000022,-7.765098640005437
125,-6.726200000000001,-1.0398999999997187,6.649200000000484,-1.082619360000002,-7.766100000002673,5.566580640001263,-2.1995193600032295
126,-8.368700000000004,1.6486999999969925,4.06919999999943,-1.1211199199999922,-6.720000000004376,2.948080079999425,-3.77191992000677
127,-13.417200000000001,-9.15790000000154,14.754700000000316,-1.6612509599999978,-22.575100000002337,13.09344904000009,-9.481650960000426
128,-13.196500000000018,1.1401999999998935,9.748600000000074,-2.0285200800000247,-12.056300000002793,7.720079920000305,-4.336220079999759
129,-13.864000000000043,-18.375000000000753,22.715800000000215,-2.498938560000002,-32.2389999999992,20.216861440000255,-12.022138560000766
130,-10.434200000000057,-5.762300000000913,12.44119999999974,-1.4902559999999963,-16.19650000000268,10.950943999999856,-5.245556000003731
131,-3.229699999999998,-5.117000000000296,10.712799999999461,-0.7471684799999994,-8.346700000001434,9.965631519999505,1.6189315199998902
132,-12.902199999999947,-7.826000000002139,14.31510000000063,-1.8887752799999966,-20.72820000000209,12.426324720000675,-8.301875280003234
133,-12.423399999999951,-4.053000000001063,10.462600000000243,-1.6091748000000077,-16.476400000002833,8.853425200000393,-7.622974800002442
134,-14.882499999999956,-4.847100000002811,15.396799999999917,-1.9795910399999952,-19.729600000001632,13.417208960000476,-6.312391039999337
135,-2.540700000000002,-0.4646000000009778,2.428200000000121,-0.435096720000024,-3.005299999999842,1.9931032799999127,-1.012196719999931
136,-6.3967999999999865,1.5820000000002992,3.475500000000096,-0.8778275999999958,-4.814799999997412,2.5976724000000857,-2.217127599997326
137,-7.875899999999952,-0.4645999999990309,6.139899999999802,-1.249823519999989,-8.340499999999892,4.89007648000014,-3.450423520000662
138,-5.564200000000001,-1.3857999999995343,5.924500000000119,-0.8751326399999986,-6.949999999996692,5.049367360000462,-1.9006326399953224
139,-11.17019999999993,-10.099500000001584,15.307599999999987,-1.8969904799999977,-21.269700000001286,13.410609520000316,-7.859090480000972
140,-12.11360000000008,-18.385500000000945,20.61230000000035,-1.7026559999999964,-30.499100000000006,18.909644000000014,-11.589456000002723
141,-13.157100000000007,-9.79079999999967,15.733900000000272,-1.9822435200000041,-22.947900000000416,13.751656479999983,-9.196243520001342
142,-13.948500000000056,-8.693700000000227,18.434600000000426,-1.7285162400000103,-22.642200000001196,16.706083760000247,-5.936116240000043
143,-11.618800000000043,-11.901500000000965,19.633099999999835,-1.8095616000000074,-23.52029999999919,17.823538399999983,-5.696761599997387
144,-14.134200000000012,-1.2579999999969047,9.921900000000502,-2.0418732000000137,-15.392199999996919,7.880026800000929,-7.512173199991441
145,-3.5886999999999336,0.5498000000009924,2.6496999999996085,-0.5989031999999939,-3.038900000000531,2.050796799999288,-0.9881031999994256
146,-11.736100000000008,-8.323099999999194,17.667800000000216,-1.8511444800000043,-20.059199999998064,15.816655520000483,-4.242544479994855
147,-11.701900000000009,8.874499999999813,2.2405999999998123,-1.585479599999996,-2.8273999999995993,0.6551204000000013,-2.172279599997779
148,-11.18480000000001,-3.8172999999993564,12.797499999999943,-2.1680027999999973,-15.002099999996354,10.62949719999949,-4.372602799994134
149,-13.413800000000016,-7.971700000000681,16.659199999999817,-2.105745840000007,-21.3855000000028,14.553454159999752,-6.8320458400030475
150,-11.567099999999964,-8.233400000000934,18.690200000000353,-2.140670160000022,-19.800500000002835,16.549529840000076,-3.2509701600045773
151,-11.819699999999976,-20.203899999997766,23.82109999999987,-1.9287604799999702,-32.02359999999774,21.892339519999844,-10.131260479997898
152,-10.369300000000134,-6.792099999997852,12.377199999999252,-1.2753021600000025,-17.161399999997982,11.101897839999875,-6.059502160001745
153,-12.7603,-3.7973000000003694,11.251100000000253,-1.6864185599999941,-16.557599999998757,9.564681439999633,-6.992918559997303
154,-14.86300000000006,-7.936300000000152,16.873300000000512,-1.8074116799999909,-22.799300000001004,15.06588832000123,-7.733411679999772
155,-13.109000000000053,-10.723600000000829,18.278900000000096,-1.7505374399999816,-23.832600000001904,16.52836255999952,-7.304237439997838
156,-13.576800000000016,-10.526400000003505,19.52909999999954,-1.7126913599999913,-24.10320000000398,17.81640863999992,-6.286791360004969
157,-13.817499999999928,-7.475000000001074,16.678900000000148,-1.9233583199999889,-21.292500000002818,14.75554168000036,-6.536958320004278
158,-13.559400000000057,-2.8848000000017464,10.650399999999506,-1.6842261599999933,-16.44419999999907,8.9661738399993,-7.478026160000681
159,-7.602099999999994,1.6134999999996609,3.9655999999998777,-1.2648189599999875,-5.9886000000005595,2.700781039999379,-3.2878189599993632
